GKZ,Gebietsname,Wahlberechtigte,stimmen_abg,stimmen_ung,stimmen_guel,candidate,result_abs,result_pct,bland,bezirk,sprengl,wahlkarte
G00000,Österreich,6363489,4148079,91348,4056731,Dr. Michael Brunner,85465,2.106745554487098,Österreich,FALSE,FALSE,FALSE
G00000,Österreich,6363489,4148079,91348,4056731,Gerald Grosz,225942,5.569558346363118,Österreich,FALSE,FALSE,FALSE
G00000,Österreich,6363489,4148079,91348,4056731,Dr. Walter Rosenkranz,717097,17.676720492435905,Österreich,FALSE,FALSE,FALSE
G00000,Österreich,6363489,4148079,91348,4056731,Heinrich Staudinger,64411,1.587756250044679,Österreich,FALSE,FALSE,FALSE
G00000,Österreich,6363489,4148079,91348,4056731,Dr. Alexander Van der Bellen,2299592,56.68583891808454,Österreich,FALSE,FALSE,FALSE
G00000,Österreich,6363489,4148079,91348,4056731,Dr. Tassilo Wallentin,327214,8.065952610611845,Österreich,FALSE,FALSE,FALSE
G00000,Österreich,6363489,4148079,91348,4056731,Dr. Dominik Wlazny,337010,8.307427827972818,Österreich,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Dr. Michael Brunner,2716,1.7069951605807303,Burgenland,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Gerald Grosz,9999,6.2843315944943745,Burgenland,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Dr. Walter Rosenkranz,27395,17.217648167934133,Burgenland,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Heinrich Staudinger,1586,0.9967946703538433,Burgenland,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Dr. Alexander Van der Bellen,84279,52.96901514675382,Burgenland,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Dr. Tassilo Wallentin,18419,11.576267990698259,Burgenland,FALSE,FALSE,FALSE
G10000,Burgenland,233412,164521,5411,159110,Dr. Dominik Wlazny,14716,9.248947269184841,Burgenland,FALSE,FALSE,FALSE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Dr. Michael Brunner,301,1.575091575091575,Burgenland,FALSE,FALSE,TRUE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Gerald Grosz,915,4.78806907378336,Burgenland,FALSE,FALSE,TRUE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Dr. Walter Rosenkranz,2353,12.312925170068027,Burgenland,FALSE,FALSE,TRUE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Heinrich Staudinger,214,1.119832548403977,Burgenland,FALSE,FALSE,TRUE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Dr. Alexander Van der Bellen,11671,61.0727367870225,Burgenland,FALSE,FALSE,TRUE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Dr. Tassilo Wallentin,1786,9.34589220303506,Burgenland,FALSE,FALSE,TRUE
G10099,Wahlkarten - Burgenland,0,19505,395,19110,Dr. Dominik Wlazny,1870,9.7854526425955,Burgenland,FALSE,FALSE,TRUE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Dr. Michael Brunner,118,1.5766969535008015,Burgenland,TRUE,FALSE,FALSE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Gerald Grosz,380,5.077498663816141,Burgenland,TRUE,FALSE,FALSE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Dr. Walter Rosenkranz,911,12.172634954569748,Burgenland,TRUE,FALSE,FALSE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Heinrich Staudinger,74,0.9887760555852485,Burgenland,TRUE,FALSE,FALSE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Dr. Alexander Van der Bellen,4517,60.35542490646713,Burgenland,TRUE,FALSE,FALSE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Dr. Tassilo Wallentin,658,8.792089791555318,Burgenland,TRUE,FALSE,FALSE
G10100,Eisenstadt Stadt,11101,7657,173,7484,Dr. Dominik Wlazny,826,11.036878674505612,Burgenland,TRUE,FALSE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Dr. Michael Brunner,101,1.593814107621903,Burgenland,FALSE,TRUE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Gerald Grosz,345,5.444216506233233,Burgenland,FALSE,TRUE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Dr. Walter Rosenkranz,807,12.734732523276,Burgenland,FALSE,TRUE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Heinrich Staudinger,57,0.8994792488559256,Burgenland,FALSE,TRUE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Dr. Alexander Van der Bellen,3739,59.00268265740887,Burgenland,FALSE,TRUE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Dr. Tassilo Wallentin,574,9.057913839356162,Burgenland,FALSE,TRUE,FALSE
G10101,Eisenstadt,11101,6490,153,6337,Dr. Dominik Wlazny,714,11.267161117247909,Burgenland,FALSE,TRUE,FALSE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Dr. Michael Brunner,17,1.4821272885789014,Burgenland,FALSE,TRUE,TRUE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Gerald Grosz,35,3.051438535309503,Burgenland,FALSE,TRUE,TRUE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Dr. Walter Rosenkranz,104,9.06713164777681,Burgenland,FALSE,TRUE,TRUE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Heinrich Staudinger,17,1.4821272885789014,Burgenland,FALSE,TRUE,TRUE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Dr. Alexander Van der Bellen,778,67.82911944202267,Burgenland,FALSE,TRUE,TRUE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Dr. Tassilo Wallentin,84,7.323452484742806,Burgenland,FALSE,TRUE,TRUE
G10199,Wahlkarten - Eisenstadt Stadt,0,1167,20,1147,Dr. Dominik Wlazny,112,9.76460331299041,Burgenland,FALSE,TRUE,TRUE
G10200,Rust Stadt,1605,1161,50,1111,Dr. Michael Brunner,16,1.4401440144014401,Burgenland,TRUE,FALSE,FALSE
G10200,Rust Stadt,1605,1161,50,1111,Gerald Grosz,90,8.1008100810081,Burgenland,TRUE,FALSE,FALSE
G10200,Rust Stadt,1605,1161,50,1111,Dr. Walter Rosenkranz,134,12.061206120612061,Burgenland,TRUE,FALSE,FALSE
G10200,Rust Stadt,1605,1161,50,1111,Heinrich Staudinger,23,2.07020702070207,Burgenland,TRUE,FALSE,FALSE
G10200,Rust Stadt,1605,1161,50,1111,Dr. Alexander Van der Bellen,613,55.17551755175517,Burgenland,TRUE,FALSE,FALSE
G10200,Rust Stadt,1605,1161,50,1111,Dr. Tassilo Wallentin,123,11.071107110711072,Burgenland,TRUE,FALSE,FALSE
G10200,Rust Stadt,1605,1161,50,1111,Dr. Dominik Wlazny,112,10.081008100810081,Burgenland,TRUE,FALSE,FALSE
G10201,Rust,1605,979,40,939,Dr. Michael Brunner,14,1.4909478168264112,Burgenland,FALSE,TRUE,FALSE
G10201,Rust,1605,979,40,939,Gerald Grosz,79,8.413205537806178,Burgenland,FALSE,TRUE,FALSE
G10201,Rust,1605,979,40,939,Dr. Walter Rosenkranz,118,12.566560170394037,Burgenland,FALSE,TRUE,FALSE
G10201,Rust,1605,979,40,939,Heinrich Staudinger,17,1.810436634717785,Burgenland,FALSE,TRUE,FALSE
G10201,Rust,1605,979,40,939,Dr. Alexander Van der Bellen,508,54.10010649627262,Burgenland,FALSE,TRUE,FALSE
G10201,Rust,1605,979,40,939,Dr. Tassilo Wallentin,105,11.182108626198083,Burgenland,FALSE,TRUE,FALSE
G10201,Rust,1605,979,40,939,Dr. Dominik Wlazny,98,10.436634717784878,Burgenland,FALSE,TRUE,FALSE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Dr. Michael Brunner,2,1.1627906976744187,Burgenland,FALSE,TRUE,TRUE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Gerald Grosz,11,6.395348837209303,Burgenland,FALSE,TRUE,TRUE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Dr. Walter Rosenkranz,16,9.30232558139535,Burgenland,FALSE,TRUE,TRUE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Heinrich Staudinger,6,3.488372093023256,Burgenland,FALSE,TRUE,TRUE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Dr. Alexander Van der Bellen,105,61.04651162790697,Burgenland,FALSE,TRUE,TRUE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Dr. Tassilo Wallentin,18,10.465116279069768,Burgenland,FALSE,TRUE,TRUE
G10299,Wahlkarten - Rust Stadt,0,182,10,172,Dr. Dominik Wlazny,14,8.13953488372093,Burgenland,FALSE,TRUE,TRUE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Dr. Michael Brunner,370,1.5096495165041413,Burgenland,TRUE,FALSE,FALSE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Gerald Grosz,1578,6.438451181198743,Burgenland,TRUE,FALSE,FALSE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Dr. Walter Rosenkranz,3656,14.916969276592273,Burgenland,TRUE,FALSE,FALSE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Heinrich Staudinger,251,1.0241135909257824,Burgenland,TRUE,FALSE,FALSE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Dr. Alexander Van der Bellen,13595,55.46941939695622,Burgenland,TRUE,FALSE,FALSE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Dr. Tassilo Wallentin,2663,10.865396385001429,Burgenland,TRUE,FALSE,FALSE
G10300,Eisenstadt - Umgebung,34679,25331,822,24509,Dr. Dominik Wlazny,2396,9.776000652821413,Burgenland,TRUE,FALSE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Dr. Michael Brunner,17,1.6536964980544748,Burgenland,FALSE,TRUE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Gerald Grosz,62,6.031128404669261,Burgenland,FALSE,TRUE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Dr. Walter Rosenkranz,158,15.369649805447471,Burgenland,FALSE,TRUE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Heinrich Staudinger,14,1.3618677042801557,Burgenland,FALSE,TRUE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Dr. Alexander Van der Bellen,573,55.739299610894946,Burgenland,FALSE,TRUE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Dr. Tassilo Wallentin,92,8.949416342412452,Burgenland,FALSE,TRUE,FALSE
G10301,Breitenbrunn am Neusiedler See,1576,1064,36,1028,Dr. Dominik Wlazny,112,10.894941634241246,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Dr. Michael Brunner,8,0.8676789587852495,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Gerald Grosz,57,6.182212581344902,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Dr. Walter Rosenkranz,166,18.004338394793926,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Heinrich Staudinger,6,0.6507592190889371,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Dr. Alexander Van der Bellen,465,50.43383947939263,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Dr. Tassilo Wallentin,120,13.015184381778742,Burgenland,FALSE,TRUE,FALSE
G10302,Donnerskirchen,1510,949,27,922,Dr. Dominik Wlazny,100,10.84598698481562,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Dr. Michael Brunner,19,1.833976833976834,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Gerald Grosz,84,8.108108108108109,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Dr. Walter Rosenkranz,158,15.250965250965251,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Heinrich Staudinger,14,1.3513513513513513,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Dr. Alexander Van der Bellen,551,53.18532818532818,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Dr. Tassilo Wallentin,115,11.1003861003861,Burgenland,FALSE,TRUE,FALSE
G10303,Großhöflein,1658,1088,52,1036,Dr. Dominik Wlazny,95,9.16988416988417,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Dr. Michael Brunner,23,1.5764222069910898,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Gerald Grosz,85,5.825908156271418,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Dr. Walter Rosenkranz,235,16.106922549691568,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Heinrich Staudinger,17,1.1651816312542838,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Dr. Alexander Van der Bellen,821,56.27141877998629,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Dr. Tassilo Wallentin,159,10.89787525702536,Burgenland,FALSE,TRUE,FALSE
G10304,Hornstein,2427,1488,29,1459,Dr. Dominik Wlazny,119,8.156271418779987,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Dr. Michael Brunner,10,1.7793594306049825,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Gerald Grosz,21,3.7366548042704624,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Dr. Walter Rosenkranz,106,18.86120996441281,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Heinrich Staudinger,3,0.5338078291814947,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Dr. Alexander Van der Bellen,323,57.47330960854092,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Dr. Tassilo Wallentin,51,9.07473309608541,Burgenland,FALSE,TRUE,FALSE
G10305,Klingenbach,866,584,22,562,Dr. Dominik Wlazny,48,8.540925266903916,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Dr. Michael Brunner,8,1.1782032400589102,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Gerald Grosz,37,5.44918998527246,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Dr. Walter Rosenkranz,69,10.1620029455081,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Heinrich Staudinger,7,1.0309278350515463,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Dr. Alexander Van der Bellen,432,63.62297496318114,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Dr. Tassilo Wallentin,58,8.541973490427099,Burgenland,FALSE,TRUE,FALSE
G10306,Leithaprodersdorf,981,696,17,679,Dr. Dominik Wlazny,68,10.014727540500736,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Dr. Michael Brunner,20,1.813236627379873,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Gerald Grosz,78,7.071622846781506,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Dr. Walter Rosenkranz,189,17.1350861287398,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Heinrich Staudinger,15,1.3599274705349047,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Dr. Alexander Van der Bellen,580,52.58386219401632,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Dr. Tassilo Wallentin,122,11.060743427017226,Burgenland,FALSE,TRUE,FALSE
G10307,Mörbisch am See,1801,1143,40,1103,Dr. Dominik Wlazny,99,8.975521305530371,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Dr. Michael Brunner,10,1.4084507042253522,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Gerald Grosz,47,6.619718309859154,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Dr. Walter Rosenkranz,106,14.929577464788732,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Heinrich Staudinger,7,0.9859154929577465,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Dr. Alexander Van der Bellen,386,54.3661971830986,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Dr. Tassilo Wallentin,78,10.985915492957748,Burgenland,FALSE,TRUE,FALSE
G10308,Müllendorf,1135,729,19,710,Dr. Dominik Wlazny,76,10.704225352112676,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Dr. Michael Brunner,17,0.9803921568627451,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Gerald Grosz,131,7.554786620530566,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Dr. Walter Rosenkranz,288,16.608996539792386,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Heinrich Staudinger,20,1.1534025374855825,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Dr. Alexander Van der Bellen,871,50.23068050749712,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Dr. Tassilo Wallentin,210,12.110726643598616,Burgenland,FALSE,TRUE,FALSE
G10309,Neufeld an der Leitha,2741,1771,37,1734,Dr. Dominik Wlazny,197,11.361014994232988,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Dr. Michael Brunner,12,1.2644889357218125,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Gerald Grosz,75,7.903055848261328,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Dr. Walter Rosenkranz,150,15.806111696522656,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Heinrich Staudinger,9,0.9483667017913594,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Dr. Alexander Van der Bellen,504,53.10853530031612,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Dr. Tassilo Wallentin,109,11.485774499473129,Burgenland,FALSE,TRUE,FALSE
G10310,Oggau am Neusiedler See,1435,1006,57,949,Dr. Dominik Wlazny,90,9.483667017913593,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Dr. Michael Brunner,15,2.0604395604395602,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Gerald Grosz,48,6.593406593406594,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Dr. Walter Rosenkranz,90,12.362637362637363,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Heinrich Staudinger,6,0.8241758241758242,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Dr. Alexander Van der Bellen,435,59.75274725274725,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Dr. Tassilo Wallentin,67,9.203296703296704,Burgenland,FALSE,TRUE,FALSE
G10311,Oslip,1074,750,22,728,Dr. Dominik Wlazny,67,9.203296703296704,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Dr. Michael Brunner,12,0.9090909090909091,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Gerald Grosz,98,7.424242424242425,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Dr. Walter Rosenkranz,225,17.045454545454543,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Heinrich Staudinger,8,0.6060606060606061,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Dr. Alexander Van der Bellen,716,54.24242424242425,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Dr. Tassilo Wallentin,156,11.818181818181818,Burgenland,FALSE,TRUE,FALSE
G10312,Purbach am Neusiedler See,2386,1365,45,1320,Dr. Dominik Wlazny,105,7.954545454545454,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Dr. Michael Brunner,24,1.7118402282453637,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Gerald Grosz,87,6.205420827389443,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Dr. Walter Rosenkranz,231,16.476462196861625,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Heinrich Staudinger,16,1.1412268188302426,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Dr. Alexander Van der Bellen,760,54.20827389443652,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Dr. Tassilo Wallentin,147,10.485021398002853,Burgenland,FALSE,TRUE,FALSE
G10313,Sankt Margarethen im Burgenland,2293,1450,48,1402,Dr. Dominik Wlazny,137,9.771754636233952,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Dr. Michael Brunner,11,1.5895953757225432,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Gerald Grosz,34,4.913294797687861,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Dr. Walter Rosenkranz,97,14.017341040462428,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Heinrich Staudinger,5,0.7225433526011561,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Dr. Alexander Van der Bellen,382,55.202312138728324,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Dr. Tassilo Wallentin,85,12.283236994219653,Burgenland,FALSE,TRUE,FALSE
G10314,Schützen am Gebirge,1128,739,47,692,Dr. Dominik Wlazny,78,11.271676300578035,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Dr. Michael Brunner,22,1.544943820224719,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Gerald Grosz,86,6.03932584269663,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Dr. Walter Rosenkranz,209,14.676966292134832,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Heinrich Staudinger,11,0.7724719101123595,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Dr. Alexander Van der Bellen,808,56.74157303370787,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Dr. Tassilo Wallentin,133,9.339887640449438,Burgenland,FALSE,TRUE,FALSE
G10315,Siegendorf,2325,1473,49,1424,Dr. Dominik Wlazny,155,10.884831460674157,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Dr. Michael Brunner,30,2.1629416005767843,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Gerald Grosz,111,8.002883922134101,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Dr. Walter Rosenkranz,185,13.338139870223504,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Heinrich Staudinger,13,0.9372746935832732,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Dr. Alexander Van der Bellen,747,53.857245854361935,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Dr. Tassilo Wallentin,154,11.103100216294159,Burgenland,FALSE,TRUE,FALSE
G10316,Steinbrunn,2278,1434,47,1387,Dr. Dominik Wlazny,147,10.598413842826243,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Dr. Michael Brunner,15,1.4506769825918762,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Gerald Grosz,53,5.1257253384912955,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Dr. Walter Rosenkranz,145,14.02321083172147,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Heinrich Staudinger,4,0.3868471953578337,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Dr. Alexander Van der Bellen,614,59.381044487427474,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Dr. Tassilo Wallentin,99,9.574468085106384,Burgenland,FALSE,TRUE,FALSE
G10317,Trausdorf an der Wulka,1673,1072,38,1034,Dr. Dominik Wlazny,104,10.058027079303674,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Dr. Michael Brunner,17,2.2339027595269383,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Gerald Grosz,73,9.592641261498029,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Dr. Walter Rosenkranz,168,22.07621550591327,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Heinrich Staudinger,7,0.9198423127463863,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Dr. Alexander Van der Bellen,328,43.1011826544021,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Dr. Tassilo Wallentin,90,11.826544021024969,Burgenland,FALSE,TRUE,FALSE
G10318,Wimpassing an der Leitha,1243,778,17,761,Dr. Dominik Wlazny,78,10.249671484888305,Burgenland,FALSE,TRUE,FALSE
G10319,Wulkaprodersdorf,1449,899,32,867,Dr. Michael Brunner,7,0.8073817762399077,Burgenland,FALSE,TRUE,FALSE
G10319,Wulkaprodersdorf,1449,899,32,867,Gerald Grosz,47,5.4209919261822375,Burgenland,FALSE,TRUE,FALSE
G10319,Wulkaprodersdorf,1449,899,32,867,Dr. Walter Rosenkranz,90,10.380622837370241,Burgenland,FALSE,TRUE,FALSE
G10319,Wulkaprodersdorf,1449,899,32,867,Heinrich Staudinger,8,0.922722029988466,Burgenland,FALSE,TRUE,FALSE
G10319,Wulkaprodersdorf,1449,899,32,867,Dr. Alexander Van der Bellen,515,59.40023068050749,Burgenland,FALSE,TRUE,FALSE
