"","id","type","start","end","lat","lon","regions","boundingBox","distances","vessel","event_info"
"1","66316f93011d10e79836e418f7595d19","fishing",2021-12-31 22:24:16,2022-01-01 01:52:07,-42.175,-56.7913,
